,pubmed_id,title,abstract,target,title_clean,abstract_clean
77,33862112,Bone marrow mesenchymal stem cells-derived exosomal microRNA-19b-3p targets SOCS1 to facilitate progression of esophageal cancer.,"Exosomes can convey particular microRNAs (miRNAs) to affect biological functions of cancer cells. Nevertheless, the impact of bone marrow mesenchymal stem cells (BMSCs)-derived exosomes (BMSC-exos) transmitting miR-19b-3p on esophageal cancer (EC) progression remains scarcely studied. We aimed to explore the role of BMSC-exos mediating miR-19b-3p in EC cell growth.
Eighty-three cases of EC patients were included in this study and the expression of miR-19b-3p and suppressor of cytokine signaling 1 (SOCS1) in cancer and adjacent normal tissues from the patients were assessed. BMSCs were cultured and BMSC-exos were extracted, which were then transfected with altered miR-19b-3p and SOCS1 to assess their roles in proliferation, migration, invasion, epithelial-mesenchymal transition (EMT) and apoptosis of EC cells. Targeting relationship between miR-19b-3p and SOCS1 was verified by Targetscan and dual luciferase reporter gene assay. MiR-19b-3p and SOCS1 expression was assessed in TE-2 cells.
MiR-19b-3p was upregulated and SOCS1 was downregulated in EC tissues. BMSC-exos or exosomal miR-19b-3p promoted malignant behaviors of EC cells. MiR-19b-3p was upregulated and targeted SOCS1 in EC cells. MiR-19b-3p inhibition or SOCS1 overexpression suppressed proliferation, migration, invasion and EMT, and induced apoptosis of EC cells. SOCS1 silencing abrogated these effect of miR-19b-3p inhibition on EC cells.
BMSC-derived exosomal miR-19b-3p promotes progression of EC through targeting SOCS1. This study provides a novel understanding on molecular mechanisms of EC.",Cancer,bone marrow mesenchymal stem cellsderived exosomal micrornabp target socs facilitate progression esophageal cancer,exosomes convey particular micrornas mirnas affect biological function cancer cell nevertheless impact bone marrow mesenchymal stem cell bmscsderived exosomes bmscexos transmitting mirbp esophageal cancer ec progression remains scarcely studied aimed explore role bmscexos mediating mirbp ec cell growth eightythree case ec patient included study expression mirbp suppressor cytokine signaling socs cancer adjacent normal tissue patient assessed bmscs cultured bmscexos extracted transfected altered mirbp socs ass role proliferation migration invasion epithelialmesenchymal transition emt apoptosis ec cell targeting relationship mirbp socs verified targetscan dual luciferase reporter gene assay mirbp socs expression assessed cell mirbp upregulated socs downregulated ec tissue bmscexos exosomal mirbp promoted malignant behavior ec cell mirbp upregulated targeted socs ec cell mirbp inhibition socs overexpression suppressed proliferation migration invasion emt induced apoptosis ec cell socs silencing abrogated effect mirbp inhibition ec cell bmscderived exosomal mirbp promotes progression ec targeting socs study provides novel understanding molecular mechanism ec
78,33862109,A tumorigenic cell line derived from a hamster cholangiocarcinoma associated with Opisthorchis felineus liver fluke infection.,"The food-born trematode Opisthorchis felineus colonizes bile ducts of the liver of fish-eating mammals including humans. There is growing evidence that this liver fluke is a risk factor for cholangiocarcinoma (CCA). Cancer cell lines are necessary for drug screening and for identifying protein markers of CCA. The aim was to establish a cell line derived from cholangiocarcinoma associated with opisthorchiasis felinea.
Allotransplantation, immunohistochemistry, karyotype analysis, cell culture techniques, immunocytochemistry and real-time PCR.
Here we repot the establishment of first CCA cell line, CCA-OF, from a primary tumor of an experimental CCA in Syrian hamsters treated with low doses of dimethyl nitrosamine and associated with O. felineus infection. The cell line was found to be allotransplantable. Expression of epithelial and mesenchymal markers (cytokeratin 7, glycosyltransferase exostosin 1, Ca
Thus, the allotransplantable CCA-OF cell line can be used in studies on helminth-associated cholangiocarcinogenesis and for the testing of antitumor drugs.",Cancer,tumorigenic cell line derived hamster cholangiocarcinoma associated opisthorchis felineus liver fluke infection,foodborn trematode opisthorchis felineus colonizes bile duct liver fisheating mammal including human growing evidence liver fluke risk factor cholangiocarcinoma cca cancer cell line necessary drug screening identifying protein marker cca aim establish cell line derived cholangiocarcinoma associated opisthorchiasis felinea allotransplantation immunohistochemistry karyotype analysis cell culture technique immunocytochemistry realtime pcr repot establishment first cca cell line ccaof primary tumor experimental cca syrian hamster treated low dos dimethyl nitrosamine associated felineus infection cell line found allotransplantable expression epithelial mesenchymal marker cytokeratin glycosyltransferase exostosin ca thus allotransplantable ccaof cell line used study helminthassociated cholangiocarcinogenesis testing antitumor drug
79,33862104,Trends in performance of ERCP among patients with surgically unresectable pancreatic cancer: a SEER-Medicare database study.,"Patients with biliary obstruction caused by adenocarcinoma of the pancreas head may require bile duct decompression to treat symptomatic cholestasis and/or permit systemic chemotherapy. Endoscopic retrograde cholangiopancreatography (ERCP) with biliary stent placement is the preferred intervention in such cases. The primary aim of this study was to determine what proportion of patients with surgically unresectable pancreatic adenocarcinoma undergo ERCP and whether this proportion has changed over time.
We used SEER-Medicare linked data to identify a cohort of individuals diagnosed with adenocarcinoma of the pancreas head between December 31, 2000 and December 31, 2015 and who did not receive pancreas surgery. ERCP use was measured in the 30 days before and after cancer diagnosis. Additional covariates of interest were extracted for multiple variable analysis.
A total of 14,810 patients met study inclusion and exclusion criteria. 53% (7,034/14,810) underwent ERCP within 30 days of cancer diagnosis. The proportion of patients who underwent ERCP declined from 57% in 2001 to 46% in 2015 (P for trend < 0.001). Among those who underwent ERCP, the mean number of ERCP performed per patient over the year after diagnosis declined from 2.3 (SD:1.6) in 2001 to 1.8 (SD:1.1) in 2015 (P=<0.001). Despite decline in ERCP use, adjusted 1-year survival increased over time.
In a SEER-Medicare population between the years 2001 and 2015, both the proportion of patients with unresectable pancreas cancer who underwent ERCP, and the mean number of ERCP per patient decreased over time. Survival improved over time despite decreased use of ERCP.",Cancer,trend performance ercp among patient surgically unresectable pancreatic cancer seermedicare database study,patient biliary obstruction caused adenocarcinoma pancreas head may require bile duct decompression treat symptomatic cholestasis andor permit systemic chemotherapy endoscopic retrograde cholangiopancreatography ercp biliary stent placement preferred intervention case primary aim study determine proportion patient surgically unresectable pancreatic adenocarcinoma undergo ercp whether proportion changed time used seermedicare linked data identify cohort individual diagnosed adenocarcinoma pancreas head december december receive pancreas surgery ercp use measured day cancer diagnosis additional covariates interest extracted multiple variable analysis total patient met study inclusion exclusion criterion underwent ercp within day cancer diagnosis proportion patient underwent ercp declined p trend among underwent ercp mean number ercp performed per patient year diagnosis declined sd sd p despite decline ercp use adjusted year survival increased time seermedicare population year proportion patient unresectable pancreas cancer underwent ercp mean number ercp per patient decreased time survival improved time despite decreased use ercp
80,33862103,"Traditional uses, phytochemistry, and pharmacology of Ailanthus altissima (Mill.) Swingle bark: A comprehensive review.","The dried bark of Ailanthus altissima (Mill.) Swingle (BAA), commonly designated as ""Chunpi"" in Chinese, is extensively used as a common traditional medicine in China, Korea, and India. It has been used to treat multiple ailments, including asthma, epilepsy, spermatorrhea, bleeding, and ophthalmic diseases, for thousands of years.
To present a comprehensive and constructive review on the phytochemistry, pharmacology, pharmacokinetics, traditional uses, quality control, and toxicology of BAA; to aid the assessment of the therapeutic potential of BAA; to guide researchers working on the development of novel therapeutic agents.
Information related to BAA (from 1960-2020) was retrieved from a wide variety of electronic databases, such as PubMed, Web of Science, China Knowledge Resource Integrated Database, ScienceDirect, SciFinder, and Google Scholar. Additional information and materials were acquired from Chinese Medicine Monographs, the 2020 edition of the Chinese Pharmacopoeia, and several web sources, such as the official website of The Plant List and Flora of China. Additionally, perspectives for future investigations and applications of BAA were extensively explored.
Approximately 221 chemical compounds, including alkaloids, quassinoids, phenylpropanoids, triterpenoids, volatile oils, and other compounds, have been isolated and characterized from BAA; among these, the quassinoid ailanthone is the most typical. The crude extracts and active compounds of BAA have been reported to exert a wide range of pharmacological activities, such as antitumor, anti-inflammatory, antiviral, herbicidal, and insecticidal activities. Although BAA is safe when administered at a conventional dose, at higher doses, it exhibits toxicity due to the presence of quassinoids. Thus, more studies are required to evaluate the efficacy and safety of BAA.
Modern pharmacological studies have revealed that BAA, as a valuable medicinal resource, possesses the potential to treat a wide variety of ailments, especially, cancer and gastrointestinal inflammation. These studies present a wide range of perspectives for the development of new drugs related to BAA. However, only a few traditional uses are associated with the reported pharmacological activities of BAA and have been confirmed by preclinical and clinical studies. Moreover, the pharmacokinetics, toxicology, and quality control of BAA should be considered indispensable research topics.",Cancer,traditional us phytochemistry pharmacology ailanthus altissima mill swingle bark comprehensive review,dried bark ailanthus altissima mill swingle baa commonly designated chunpi chinese extensively used common traditional medicine china korea india used treat multiple ailment including asthma epilepsy spermatorrhea bleeding ophthalmic disease thousand year present comprehensive constructive review phytochemistry pharmacology pharmacokinetics traditional us quality control toxicology baa aid assessment therapeutic potential baa guide researcher working development novel therapeutic agent information related baa retrieved wide variety electronic database pubmed web science china knowledge resource integrated database sciencedirect scifinder google scholar additional information material acquired chinese medicine monograph edition chinese pharmacopoeia several web source official website plant list flora china additionally perspective future investigation application baa extensively explored approximately chemical compound including alkaloid quassinoids phenylpropanoids triterpenoids volatile oil compound isolated characterized baa among quassinoid ailanthone typical crude extract active compound baa reported exert wide range pharmacological activity antitumor antiinflammatory antiviral herbicidal insecticidal activity although baa safe administered conventional dose higher dos exhibit toxicity due presence quassinoids thus study required evaluate efficacy safety baa modern pharmacological study revealed baa valuable medicinal resource posse potential treat wide variety ailment especially cancer gastrointestinal inflammation study present wide range perspective development new drug related baa however traditional us associated reported pharmacological activity baa confirmed preclinical clinical study moreover pharmacokinetics toxicology quality control baa considered indispensable research topic
81,33862077,Notable sequence homology of the ORF10 protein introspects the architecture of SARS-CoV-2.,"The current COVID-19 pandemic, caused by Severe Acute Respiratory Syndrome Coronavirus-2 (SARS-CoV-2)shows similar pathology to MERS and SARS-CoV, with a current estimated fatality rate of 1.4%. Open reading frame 10 (ORF10) is a unique SARS-CoV-2 accessory protein, which contains eleven cytotoxic T lymphocyte (CTL) epitopes each of nine amino acids in length. Twenty-two unique SARS-CoV-2 ORF10 variants have been identified based on missense mutation found in sequence databases. Some of these mutations are predicted to decrease the stability of ORF10 in silico physicochemical and structural comparative analyses were carried out on SARS-CoV-2 and Pangolin-CoV ORF10 proteins, which share 97.37% amino acid (aa) homology. Though there is a high degree of ORF10 protein similarity of SARS-CoV-2 and Pangolin-CoV, there are differences of these two ORF10 proteins related to their sub-structure (loop/coil region), solubility, antigenicity and shift from strand to coil at aa position 26 (tyrosine). SARS-CoV-2 ORF10, which is apparently expressed in vivo since reactive T cell clones are found in convalescent patients should be monitored for changes which could correlate with the pathogenesis of COVID-19.",Cancer,notable sequence homology orf protein introspects architecture sarscov,current covid pandemic caused severe acute respiratory syndrome coronavirus sarscovshows similar pathology mers sarscov current estimated fatality rate open reading frame orf unique sarscov accessory protein contains eleven cytotoxic lymphocyte ctl epitope nine amino acid length twentytwo unique sarscov orf variant identified based missense mutation found sequence database mutation predicted decrease stability orf silico physicochemical structural comparative analysis carried sarscov pangolincov orf protein share amino acid aa homology though high degree orf protein similarity sarscov pangolincov difference two orf protein related substructure loopcoil region solubility antigenicity shift strand coil aa position tyrosine sarscov orf apparently expressed vivo since reactive cell clone found convalescent patient monitored change could correlate pathogenesis covid
82,33862068,Staphylococcus Aureus Induces Stat5 Dependent Mir-155 Expression In Cutaneous T-Cell Lymphoma (Ctcl).,"Staphylococcus aureus enterotoxins (SE) are believed to fuel disease activity in cutaneous T-cell lymphoma (CTCL). Recent data support this by showing that antibiotics inhibit malignant T cells in skin lesions in mycosis fungoides and Sezary syndrome, the most common forms of CTCL. Yet, it remains incompletely characterized how SE fuel disease activity. Here, we show that SE induce expression of the oncogenic microRNA mir-155 in primary malignant T cells. Thus, SE and S. aureus-isolates from lesional patient skin induce mir-155 expression, at least partly, through the IL-2Rg/JAK/STAT5 pathway, and the effect is augmented by the presence of non-malignant T cells. Importantly, mycosis fungoides lesions harbor S. aureus, express pY-STAT5, and display enhanced mir-155 expression, when compared with non-lesional and healthy skin. Preliminary data show that aggressive antibiotic therapy is associated with decreased pY-STAT5 and mir-155 expression in lesional skin in two patients with Sezary syndrome. In conclusion, we demonstrate that S. aureus and its enterotoxins induce enhanced expression of oncogenic mir-155 providing mechanistic insight into the role of S. aureus in CTCL. Our findings support that environmental stimuli such as bacteria can fuel disease progression in CTCL.",Cancer,staphylococcus aureus induces stat dependent mir expression cutaneous tcell lymphoma ctcl,staphylococcus aureus enterotoxin believed fuel disease activity cutaneous tcell lymphoma ctcl recent data support showing antibiotic inhibit malignant cell skin lesion mycosis fungoides sezary syndrome common form ctcl yet remains incompletely characterized fuel disease activity show induce expression oncogenic microrna mir primary malignant cell thus aureusisolates lesional patient skin induce mir expression least partly ilrgjakstat pathway effect augmented presence nonmalignant cell importantly mycosis fungoides lesion harbor aureus express pystat display enhanced mir expression compared nonlesional healthy skin preliminary data show aggressive antibiotic therapy associated decreased pystat mir expression lesional skin two patient sezary syndrome conclusion demonstrate aureus enterotoxin induce enhanced expression oncogenic mir providing mechanistic insight role aureus ctcl finding support environmental stimulus bacteria fuel disease progression ctcl
83,33862033,Physical activity and cutaneous melanoma risk: A Norwegian population-based cohort study.,"Physical activity (PA) is an important factor in cancer prevention, but positive association between PA and risk of cutaneous melanoma found in recent studies may complicate this strategy. Ultraviolet radiation (UVR) exposure during outdoor PA is a plausible explanation for a positive association. We investigated the associations between PA, UVR and melanoma risk in the Norwegian Women and Cancer cohort. Overall PA was reported by 151,710 women, aged 30-75 at inclusion, using a validated 10-point-scale at enrolment and during follow-up, together with recent numbers of sunburns, indoor tanning sessions and weeks on sunbathing vacations. Seasonal outdoor walking and seasonal PAs were recorded in subsamples (n = 102,671 and n = 29,077, respectively). Logistic and Cox regression were used. Mean follow-up was 18.5 years, and 1565 invasive incident melanoma cases were diagnosed. Overall PA was inversely associated with sunburns, while positively associated with sunbathing vacations and indoor tanning. Overall PA was not associated with melanoma risk in all body sites combined (p",Cancer,physical activity cutaneous melanoma risk norwegian populationbased cohort study,physical activity pa important factor cancer prevention positive association pa risk cutaneous melanoma found recent study may complicate strategy ultraviolet radiation uvr exposure outdoor pa plausible explanation positive association investigated association pa uvr melanoma risk norwegian woman cancer cohort overall pa reported woman aged inclusion using validated pointscale enrolment followup together recent number sunburn indoor tanning session week sunbathing vacation seasonal outdoor walking seasonal pa recorded subsamples n n respectively logistic cox regression used mean followup year invasive incident melanoma case diagnosed overall pa inversely associated sunburn positively associated sunbathing vacation indoor tanning overall pa associated melanoma risk body site combined p
84,33862015,Clonal multi-omics reveals Bcor as a negative regulator of emergency dendritic cell development.,"Despite advances in single-cell multi-omics, a single stem or progenitor cell can only be tested once. We developed clonal multi-omics, in which daughters of a clone act as surrogates of the founder, thereby allowing multiple independent assays per clone. With SIS-seq, clonal siblings in parallel ""sister"" assays are examined either for gene expression by RNA sequencing (RNA-seq) or for fate in culture. We identified, and then validated using CRISPR, genes that controlled fate bias for different dendritic cell (DC) subtypes. This included Bcor as a suppressor of plasmacytoid DC (pDC) and conventional DC type 2 (cDC2) numbers during Flt3 ligand-mediated emergency DC development. We then developed SIS-skew to examine development of wild-type and Bcor-deficient siblings of the same clone in parallel. We found Bcor restricted clonal expansion, especially for cDC2s, and suppressed clonal fate potential, especially for pDCs. Therefore, SIS-seq and SIS-skew can reveal the molecular and cellular mechanisms governing clonal fate.",Cancer,clonal multiomics reveals bcor negative regulator emergency dendritic cell development,despite advance singlecell multiomics single stem progenitor cell tested developed clonal multiomics daughter clone act surrogate founder thereby allowing multiple independent assay per clone sisseq clonal sibling parallel sister assay examined either gene expression rna sequencing rnaseq fate culture identified validated using crispr gene controlled fate bias different dendritic cell dc subtypes included bcor suppressor plasmacytoid dc pdc conventional dc type cdc number flt ligandmediated emergency dc development developed sisskew examine development wildtype bcordeficient sibling clone parallel found bcor restricted clonal expansion especially cdc suppressed clonal fate potential especially pdcs therefore sisseq sisskew reveal molecular cellular mechanism governing clonal fate
85,33862012,Validation of a host blood transcriptomic biomarker for pulmonary tuberculosis in people living with HIV: a prospective diagnostic and prognostic accuracy study.,"A rapid, blood-based triage test that allows targeted investigation for tuberculosis at the point of care could shorten the time to tuberculosis treatment and reduce mortality. We aimed to test the performance of a host blood transcriptomic signature (RISK11) in diagnosing tuberculosis and predicting progression to active pulmonary disease (prognosis) in people with HIV in a community setting.
In this prospective diagnostic and prognostic accuracy study, adults (aged 18-59 years) with HIV were recruited from five communities in South Africa. Individuals with a history of tuberculosis or household exposure to multidrug-resistant tuberculosis within the past 3 years, comorbid risk factors for tuberculosis, or any condition that would interfere with the study were excluded. RISK11 status was assessed at baseline by real-time PCR; participants and study staff were masked to the result. Participants underwent active surveillance for microbiologically confirmed tuberculosis by providing spontaneously expectorated sputum samples at baseline, if symptomatic during 15 months of follow-up, and at 15 months (the end of the study). The coprimary outcomes were the prevalence and cumulative incidence of tuberculosis disease confirmed by a positive Xpert MTB/RIF, Xpert Ultra, or Mycobacteria Growth Indicator Tube culture, or a combination of such, on at least two separate sputum samples collected within any 30-day period.
Between March 22, 2017, and May 15, 2018, 963 participants were assessed for eligibility and 861 were enrolled. Among 820 participants with valid RISK11 results, eight (1%) had prevalent tuberculosis at baseline: seven (2·5%; 95% CI 1·2-5·0) of 285 RISK11-positive participants and one (0·2%; 0·0-1·1) of 535 RISK11-negative participants. The relative risk (RR) of prevalent tuberculosis was 13·1 times (95% CI 2·1-81·6) greater in RISK11-positive participants than in RISK11-negative participants. RISK11 had a diagnostic area under the receiver operating characteristic curve (AUC) of 88·2% (95% CI 77·6-96·7), and a sensitivity of 87·5% (58·3-100·0) and specificity of 65·8% (62·5-69·0) at a predefined score threshold (60%). Of those with RISK11 results, eight had primary endpoint incident tuberculosis during 15 months of follow-up. Tuberculosis incidence was 2·5 per 100 person-years (95% CI 0·7-4·4) in the RISK11-positive group and 0·2 per 100 person-years (0·0-0·5) in the RISK11-negative group. The probability of primary endpoint incident tuberculosis was greater in the RISK11-positive group than in the RISK11-negative group (cumulative incidence ratio 16·0 [95% CI 2·0-129·5]). RISK11 had a prognostic AUC of 80·0% (95% CI 70·6-86·9), and a sensitivity of 88·6% (43·5-98·7) and a specificity of 68·9% (65·3-72·3) for incident tuberculosis at the 60% threshold.
RISK11 identified prevalent tuberculosis and predicted risk of progression to incident tuberculosis within 15 months in ambulant people living with HIV. RISK11's performance approached, but did not meet, WHO's target product profile benchmarks for screening and prognostic tests for tuberculosis.
Bill & Melinda Gates Foundation and the South African Medical Research Council.",Cancer,validation host blood transcriptomic biomarker pulmonary tuberculosis people living hiv prospective diagnostic prognostic accuracy study,rapid bloodbased triage test allows targeted investigation tuberculosis point care could shorten time tuberculosis treatment reduce mortality aimed test performance host blood transcriptomic signature risk diagnosing tuberculosis predicting progression active pulmonary disease prognosis people hiv community setting prospective diagnostic prognostic accuracy study adult aged year hiv recruited five community south africa individual history tuberculosis household exposure multidrugresistant tuberculosis within past year comorbid risk factor tuberculosis condition would interfere study excluded risk status assessed baseline realtime pcr participant study staff masked result participant underwent active surveillance microbiologically confirmed tuberculosis providing spontaneously expectorated sputum sample baseline symptomatic month followup month end study coprimary outcome prevalence cumulative incidence tuberculosis disease confirmed positive xpert mtbrif xpert ultra mycobacteria growth indicator tube culture combination least two separate sputum sample collected within day period march may participant assessed eligibility enrolled among participant valid risk result eight prevalent tuberculosis baseline seven ci riskpositive participant one risknegative participant relative risk rr prevalent tuberculosis time ci greater riskpositive participant risknegative participant risk diagnostic area receiver operating characteristic curve auc ci sensitivity specificity predefined score threshold risk result eight primary endpoint incident tuberculosis month followup tuberculosis incidence per personyears ci riskpositive group per personyears risknegative group probability primary endpoint incident tuberculosis greater riskpositive group risknegative group cumulative incidence ratio ci risk prognostic auc ci sensitivity specificity incident tuberculosis threshold risk identified prevalent tuberculosis predicted risk progression incident tuberculosis within month ambulant people living hiv risk performance approached meet who target product profile benchmark screening prognostic test tuberculosis bill melinda gate foundation south african medical research council
86,33862002,Chemotherapy and radiotherapy in locally advanced head and neck cancer: an individual patient data network meta-analysis.,"Randomised, controlled trials and meta-analyses have shown the survival benefit of concomitant chemoradiotherapy or hyperfractionated radiotherapy in the treatment of locally advanced head and neck cancer. However, the relative efficacy of these treatments is unknown. We aimed to determine whether one treatment was superior to the other.
We did a frequentist network meta-analysis based on individual patient data of meta-analyses evaluating the role of chemotherapy (Meta-Analysis of Chemotherapy in Head and Neck Cancer [MACH-NC]) and of altered fractionation radiotherapy (Meta-Analysis of Radiotherapy in Carcinomas of Head and Neck [MARCH]). Randomised, controlled trials that enrolled patients with non-metastatic head and neck squamous cell cancer between Jan 1, 1980, and Dec 31, 2016, were included. We used a two-step random-effects approach, and the log-rank test, stratified by trial to compare treatments, with locoregional therapy as the reference. Overall survival was the primary endpoint. The global Cochran Q statistic was used to assess homogeneity and consistency and P score to rank treatments (higher scores indicate more effective therapies).
115 randomised, controlled trials, which enrolled patients between Jan 1, 1980, and April 30, 2012, yielded 154 comparisons (28 978 patients with 19 253 deaths and 20 579 progression events). Treatments were grouped into 16 modalities, for which 35 types of direct comparisons were available. Median follow-up based on all trials was 6·6 years (IQR 5·0-9·4). Hyperfractionated radiotherapy with concomitant chemotherapy (HFCRT) was ranked as the best treatment for overall survival (P score 97%; hazard ratio 0·63 [95% CI 0·51-0·77] compared with locoregional therapy). The hazard ratio of HFCRT compared with locoregional therapy with concomitant chemoradiotherapy with platinum-based chemotherapy (CLRT
The results of this network meta-analysis suggest that further intensifying chemoradiotherapy, using HFCRT or IC
French Institut National du Cancer, French Ligue Nationale Contre le Cancer, and Fondation ARC.",Cancer,chemotherapy radiotherapy locally advanced head neck cancer individual patient data network metaanalysis,randomised controlled trial metaanalyses shown survival benefit concomitant chemoradiotherapy hyperfractionated radiotherapy treatment locally advanced head neck cancer however relative efficacy treatment unknown aimed determine whether one treatment superior frequentist network metaanalysis based individual patient data metaanalyses evaluating role chemotherapy metaanalysis chemotherapy head neck cancer machnc altered fractionation radiotherapy metaanalysis radiotherapy carcinoma head neck march randomised controlled trial enrolled patient nonmetastatic head neck squamous cell cancer jan dec included used twostep randomeffects approach logrank test stratified trial compare treatment locoregional therapy reference overall survival primary endpoint global cochran q statistic used ass homogeneity consistency p score rank treatment higher score indicate effective therapy randomised controlled trial enrolled patient jan april yielded comparison patient death progression event treatment grouped modality type direct comparison available median followup based trial year iqr hyperfractionated radiotherapy concomitant chemotherapy hfcrt ranked best treatment overall survival p score hazard ratio ci compared locoregional therapy hazard ratio hfcrt compared locoregional therapy concomitant chemoradiotherapy platinumbased chemotherapy clrt result network metaanalysis suggest intensifying chemoradiotherapy using hfcrt ic french institut national du cancer french ligue nationale contre cancer fondation arc
87,33862001,"Patient-centred outcomes and effect of disease progression on health status in patients with newly diagnosed advanced ovarian cancer and a BRCA mutation receiving maintenance olaparib or placebo (SOLO1): a randomised, phase 3 trial.","In the phase 3 SOLO1 trial, maintenance olaparib provided a significant progression-free survival benefit versus placebo in patients with newly diagnosed, advanced ovarian cancer and a BRCA mutation in response after platinum-based chemotherapy. We analysed health-related quality of life (HRQOL) and patient-centred outcomes in SOLO1, and the effect of radiological disease progression on health status.
SOLO1 is a randomised, double-blind, international trial done in 118 centres and 15 countries. Eligible patients were aged 18 years or older; had an Eastern Cooperative Oncology Group performance status score of 0-1; had newly diagnosed, advanced, high-grade serous or endometrioid ovarian cancer, primary peritoneal cancer, or fallopian tube cancer with a BRCA mutation; and were in clinical complete or partial response to platinum-based chemotherapy. Patients were randomly assigned (2:1) to either 300 mg olaparib tablets or placebo twice per day using an interactive voice and web response system and were treated for up to 2 years. Treatment assignment was masked for patients and for clinicians giving the interventions, and those collecting and analysing the data. Randomisation was stratified by response to platinum-based chemotherapy (clinical complete or partial response). HRQOL was a secondary endpoint and the prespecified primary HRQOL endpoint was the change from baseline in the Functional Assessment of Cancer Therapy-Ovarian Cancer Trial Outcome Index (TOI) score for the first 24 months. TOI scores range from 0 to 100 (higher scores indicated better HRQOL), with a clinically meaningful difference defined as a difference of at least 10 points. Prespecified exploratory endpoints were quality-adjusted progression-free survival and time without significant symptoms of toxicity (TWiST). HRQOL endpoints were analysed in all randomly assigned patients. The trial is ongoing but closed to new participants. This trial is registered with ClinicalTrials.gov, NCT01844986.
Between Sept 3, 2013, and March 6, 2015, 1084 patients were enrolled. 693 patients were ineligible, leaving 391 eligible patients who were randomly assigned to olaparib (n=260) or placebo (n=131; one placebo patient withdrew before receiving any study treatment), with a median duration of follow-up of 40·7 months (IQR 34·9-42·9) for olaparib and 41·2 months (32·2-41·6) for placebo. There was no clinically meaningful change in TOI score at 24 months within or between the olaparib and placebo groups (adjusted mean change in score from baseline over 24 months was 0·30 points [95% CI -0·72 to 1·32] in the olaparib group vs 3·30 points [1·84 to 4·76] in the placebo group; between-group difference of -3·00, 95% CI -4·78 to -1·22; p=0·0010). Mean quality-adjusted progression-free survival (olaparib 29·75 months [95% CI 28·20-31·63] vs placebo 17·58 [15·05-20·18]; difference 12·17 months [95% CI 9·07-15·11], p<0·0001) and the mean duration of TWiST (olaparib 33·15 months [95% CI 30·82-35·49] vs placebo 20·24 months [17·36-23·11]; difference 12·92 months [95% CI 9·30-16·54]; p<0·0001) were significantly longer with olaparib than with placebo.
The substantial progression-free survival benefit provided by maintenance olaparib in the newly diagnosed setting was achieved with no detrimental effect on patients' HRQOL and was supported by clinically meaningful quality-adjusted progression-free survival and TWiST benefits with maintenance olaparib versus placebo.
AstraZeneca and Merck Sharp & Dohme.",Cancer,patientcentred outcome effect disease progression health status patient newly diagnosed advanced ovarian cancer brca mutation receiving maintenance olaparib placebo solo randomised phase trial,phase solo trial maintenance olaparib provided significant progressionfree survival benefit versus placebo patient newly diagnosed advanced ovarian cancer brca mutation response platinumbased chemotherapy analysed healthrelated quality life hrqol patientcentred outcome solo effect radiological disease progression health status solo randomised doubleblind international trial done centre country eligible patient aged year older eastern cooperative oncology group performance status score newly diagnosed advanced highgrade serous endometrioid ovarian cancer primary peritoneal cancer fallopian tube cancer brca mutation clinical complete partial response platinumbased chemotherapy patient randomly assigned either mg olaparib tablet placebo twice per day using interactive voice web response system treated year treatment assignment masked patient clinician giving intervention collecting analysing data randomisation stratified response platinumbased chemotherapy clinical complete partial response hrqol secondary endpoint prespecified primary hrqol endpoint change baseline functional assessment cancer therapyovarian cancer trial outcome index toi score first month toi score range higher score indicated better hrqol clinically meaningful difference defined difference least point prespecified exploratory endpoint qualityadjusted progressionfree survival time without significant symptom toxicity twist hrqol endpoint analysed randomly assigned patient trial ongoing closed new participant trial registered clinicaltrialsgov nct sept march patient enrolled patient ineligible leaving eligible patient randomly assigned olaparib n placebo n one placebo patient withdrew receiving study treatment median duration followup month iqr olaparib month placebo clinically meaningful change toi score month within olaparib placebo group adjusted mean change score baseline month point ci olaparib group v point placebo group betweengroup difference ci p mean qualityadjusted progressionfree survival olaparib month ci v placebo difference month ci p mean duration twist olaparib month ci v placebo month difference month ci p significantly longer olaparib placebo substantial progressionfree survival benefit provided maintenance olaparib newly diagnosed setting achieved detrimental effect patient hrqol supported clinically meaningful qualityadjusted progressionfree survival twist benefit maintenance olaparib versus placebo astrazeneca merck sharp dohme
